Target,Year,Uniprot,ProteinName,Resolution,pIC50,Unit,Molecule ID
4l4m,2014,P43490,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE,2.44,8.0,IC50=0.01uM,1XD
4ool,2014,U6AVY0,CELL DIVISION PROTEIN FTSI [PEPTIDOGLYCAN SYNTHETASE],2.30,6.85,IC50=0.14uM,2U2
4pzw,2014,P56817,BETA-SECRETASE 1,1.80,6.96,IC50=0.11uM,2X4
4tun,2014,P00698,LYSOZYME C,1.93,5.41,Kd=3.87uM,MVH
4lmu,2014,P11309,SERINE/THREONINE-PROTEIN KINASE PIM-1,2.38,7.26,IC50=55nM,QUE
4kql,2014,P43889,BIFUNCTIONAL PROTEIN GLMU,2.31,8.77,IC50=0.0017uM,1SG
4o13,2014,P43490,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE,1.75,7.82,IC50=15nM,2P1
4kpx,2014,P43889,BIFUNCTIONAL PROTEIN GLMU,2.21,7.3,IC50=0.05uM,1SE
4knr,2014,P43889,BIFUNCTIONAL PROTEIN GLMU,2.10,5.74,IC50=1.8uM,1S8
4knx,2014,P43889,BIFUNCTIONAL PROTEIN GLMU,1.90,5.49,IC50=3.2uM,1S9
4kpz,2014,P43889,BIFUNCTIONAL PROTEIN GLMU,2.09,2.71,IC50=1950uM,1SF
4ncn,2014,G0S8G9,EUKARYOTIC TRANSLATION INITIATION FACTOR 5B-LIKE PR,1.87,5.67,Kd=2.12uM,GTP
4n9e,2014,P43490,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE,1.72,7.82,IC50=0.015uM,2HL
4na8,2014,P03951,COAGULATION FACTOR XI,2.30,8.82,Ki=1.50nM,1T6
4n9d,2014,P43490,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE,1.70,7.72,IC50=0.019uM,2HJ
4jit,2014,H0Q6L9,XANTHINE PHOSPHORIBOSYLTRANSFERASE,2.80,6.64,Ki=0.23uM,3ZF
4ibc,2014,Q05127,POLYMERASE COFACTOR VP35,1.75,2.98,Kd=1049uM,12G
4jls,2014,H0Q6L9,XANTHINE PHOSPHORIBOSYLTRANSFERASE,2.20,5.66,Ki=2.2uM,3ZE
4ibb,2014,Q05127,POLYMERASE COFACTOR VP35,1.75,3.57,Kd=270.7uM,1DK
4ibd,2014,Q05127,POLYMERASE COFACTOR VP35,1.84,3.67,Kd=214.6uM,1DL
4mp2,2014,Q15119,PYRUVATE DEHYDROGENASE [LIPOAMIDE] KINASE ISOZYME,1.75,5.45,Kd=3570nM,PV1
4mp7,2014,Q15119,PYRUVATE DEHYDROGENASE [LIPOAMIDE] KINASE ISOZYME,1.80,5.74,Kd=1827nM,PFT
4mpc,2014,Q15119,PYRUVATE DEHYDROGENASE [LIPOAMIDE] KINASE ISOZYME,1.70,6.15,Kd=711nM,PV2
4mpe,2014,Q15119,PYRUVATE DEHYDROGENASE [LIPOAMIDE] KINASE ISOZYME,1.95,6.37,Kd=426nM,PV8
4mpn,2014,Q15119,PYRUVATE DEHYDROGENASE [LIPOAMIDE] KINASE ISOZYME,1.75,6.62,Kd=239nM,PV0
4v25,2014,Q15119,PYRUVATE DEHYDROGENASE (ACETYL-TRANSFERRING) KINASE,2.60,7.08,IC50=84nM,SZ6
4cg8,2014,P35790,CHOLINE KINASE ALPHA,1.75,6.96,Kd=0.11uM,G8S
4ibg,2014,Q05127,POLYMERASE COFACTOR VP35,1.41,3.97,Kd=108.0uM,1D6
4ibi,2014,Q05127,POLYMERASE COFACTOR VP35,1.47,4.14,Kd=73.0uM,1D8
4p5e,2014,O43598,2'-DEOXYNUCLEOSIDE 5'-PHOSPHATE N-HYDROLASE 1,1.35,5.55,Ki=2.8uM,N6P
3wkc,2014,P34913,EPOXIDE HYDROLASE 2,2.20,3.71,IC50=195uM,S0J
4uyd,2014,O60885,BROMODOMAIN-CONTAINING PROTEIN 4,1.37,4.1,IC50=79.43uM,V1T
4o0z,2014,P43490,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE,2.05,7.24,IC50=0.057uM,2RM
3wv3,2014,P45452,COLLAGENASE 3,1.60,7.62,IC50=24nM,WLL
3wv2,2014,P45452,COLLAGENASE 3,2.30,7.92,IC50=12nM,WGG
4umn,2014,Q00987,E3 UBIQUITIN-PROTEIN LIGASE MDM2,1.99,7.2,Kd=63.13nM,13-mer
3wqv,2014,Q2V6H4,CHITINASE,2.04,5.21,Kd=6.2uM,5-mer
3wqw,2014,Q2V6H4,CHITINASE,2.00,5.23,Kd=5.9uM,6-mer
4o55,2014,P12497,INTEGRASE,2.24,5.3,IC50=5.03uM,LF9
4whz,2014,P53779,MITOGEN-ACTIVATED PROTEIN KINASE 10,1.79,9.0,IC50<1nM,3NL
4pji,2014,Q95460,MAJOR HISTOCOMPATIBILITY COMPLEX CLASS I-RELATED GE,2.50,3.7,Kd>200uM,30W
4pre,2014,C5MK56,MHC CLASS I ANTIGEN,1.65,3.74,Kd=180.5uM,11-mer
4tsx,2014,F2WR39,INTEGRASE,1.94,4.99,Kd=10.3uM,LF0
4prb,2014,C5MK56,MHC CLASS I ANTIGEN,1.75,3.88,Kd=131.5uM,11-mer
4pri,2014,C5MK56,MHC CLASS I ANTIGEN,2.40,4.03,Kd=93.2uM,11-mer
4mji,2014,P18464,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, B-51 ALPHA CHAIN",2.99,4.09,Kd=81.8uM,8-mer
4o0j,2014,P12497,INTEGRASE,2.05,4.89,IC50=13uM,LF8
4nk3,2014,P24735,BETA-LACTAMASE,1.90,6.33,IC50=465nM,MK7
4ty6,2014,P03951,COAGULATION FACTOR XI,1.85,7.52,Ki=30nM,39D
4prh,2014,C5MK56,MHC CLASS I ANTIGEN,2.50,4.6,Kd=25.4uM,11-mer
4prd,2014,C5MK56,MHC CLASS I ANTIGEN,1.75,4.6,Kd=25.4uM,11-mer
4ono,2014,P61769,BETA-2-MICROGLOBULIN/T-CELL SURFACE GLYCOPROTEIN CD,2.71,5.19,Kd=6.5uM,PMK
4qok,2014,P01892,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, A-2 ALPHA CHAIN",3.00,5.19,Kd=6.4uM,10-mer
4jpa,2014,P45452,COLLAGENASE 3,2.00,8.48,IC50=3.3nM,AZ6
4prn,2014,P30685,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, B-35 ALPHA",1.65,5.66,Kd=2.2uM,11-mer
4prp,2014,C5MK56,MHC CLASS I ANTIGEN,2.50,5.66,Kd=2.2uM,11-mer
4pr5,2014,P30685,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, B-35 ALPHA",1.80,5.66,Kd=2.2uM,11-mer
4pra,2014,C5MK56,MHC CLASS I ANTIGEN,1.85,5.66,Kd=2.2uM,11-mer
4cjq,2014,Q76353,HIV-1 INTEGRASE,1.70,3.59,Kd=256uM,VXO
4ck3,2014,Q76353,HIV-1 INTEGRASE,1.79,3.57,Kd=268uM,K1T
4wj5,2014,P01892,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, A-2 ALPHA CHAIN",1.65,6.29,IC50=0.51uM,10-mer
3wk9,2014,P34913,EPOXIDE HYDROLASE 2,2.20,4.15,IC50=70uM,S0F
3wkb,2014,P34913,EPOXIDE HYDROLASE 2,2.20,4.21,IC50=61uM,S0I
4cig,2014,Q76353,HIV-1 INTEGRASE,1.70,3.67,Kd=214uM,X0P
4nvp,2014,Q9Y3Q4,POTASSIUM/SODIUM HYPERPOLARIZATION-ACTIVATED CYCLIC,2.50,7.57,Kd=27nM,7CH
4r5n,2014,P56817,BETA-SECRETASE 1,1.80,7.12,IC50=76nM,3J9
4ok3,2014,K4KA16,SERINE PROTEASE NS3,2.30,4.15,IC50=71uM,2SY
4tzq,2014,Q20305,PROTEIN HTP-1,2.30,6.52,Kd=0.3uM,17-mer
4tzm,2014,Q95XC8,PROTEIN HTP-2,2.30,6.7,Kd=0.2uM,16-mer
4tzn,2014,Q95XC8,PROTEIN HTP-2,3.12,6.52,Kd=0.3uM,16-mer
4o10,2014,P43490,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE,1.55,7.11,IC50=0.078uM,2QF
4o1b,2014,P43490,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE,1.65,6.41,IC50=0.385uM,DGB
4nxs,2014,P06280,ALPHA-GALACTOSIDASE A,2.55,7.37,IC50=0.043uM,2OZ
4w9p,2014,Q13451,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP5,1.50,7.8,Ki=16nM,3JR
4n9b,2014,P43490,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE,2.86,5.28,Kd=5.2uM,2HH
4w9o,2014,Q13451,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP5,1.27,7.77,Ki=17nM,3JQ
4n9c,2014,P43490,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE,1.75,3.9,Kd=126uM,2ZM
4qfr,2014,P54645,5'-AMP-ACTIVATED PROTEIN KINASE CATALYTIC SUBUNIT A,3.34,8.13,Kd=7.4nM,32J
4qfs,2014,P54645,5'-AMP-ACTIVATED PROTEIN KINASE CATALYTIC SUBUNIT A,3.55,6.05,Kd=0.9uM,32H
4qfg,2014,P54645,5'-AMP-ACTIVATED PROTEIN KINASE CATALYTIC SUBUNIT A,3.46,5.48,Kd=3.3uM,AMP
4nyf,2014,P0C6F2,HIV-1 INTEGRASE,1.90,7.31,Kd=49nM,4BI
4ojq,2014,K4KA16,SERINE PROTEASE NS3,2.25,3.3,IC50=500uM,2SX
4tw7,2014,Q13451,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP5,1.25,7.59,Ki=26nM,37K
4w9q,2014,Q13451,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP5,1.08,6.85,IC50=140nM,3JP
4l19,2014,P45452,COLLAGENASE 3 (MMP-13),1.66,6.1,Ki=0.8uM,1UA
3wkd,2014,P34913,EPOXIDE HYDROLASE 2,2.48,3.77,IC50=171uM,S0K
4psx,2014,Q12341,HISTONE ACETYLTRANSFERASE TYPE B CATALYTIC SUBUNIT,2.51,6.47,Kd=0.34uM,15-mer
4ua8,2014,D6E1Y1,CARBOHYDRATE ABC TRANSPORTER SUBSTRATE-BINDING PROT,1.54,6.26,Kd=550nM,MLR
4uac,2014,D6E1Y1,CARBOHYDRATE ABC TRANSPORTER SUBSTRATE-BINDING PROT,1.60,6.54,Kd=288nM,ACR
4tw6,2014,Q13451,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP5,1.40,4.21,Ki=61uM,37L
4ok6,2014,K4KA16,SERINE PROTEASE NS3,2.40,4.85,IC50=14uM,2T7
4ok5,2014,K4KA16,SERINE PROTEASE NS3,2.15,4.51,IC50=31uM,2T2
4oks,2014,K4KA16,SERINE PROTEASE NS3,2.25,4.48,Kd=33uM,2T9
4nyt,2014,Q15485,FICOLIN-2,2.25,2.39,Kd=4.1mM,PC
4oma,2014,R1FPL7,METHIONINE GAMMA-LYASE,1.60,4.17,Ki=68uM,LCS
4w5j,2014,Q04ML5,ADENYLATE KINASE,1.65,7.24,Kd=57nM,AP5
3wk7,2014,P34913,EPOXIDE HYDROLASE 2,2.20,3.9,IC50=127uM,S0D
4pz8,2014,P40997,MRNA-CAPPING ENZYME SUBUNIT ALPHA,3.10,5.92,Kd=1.19uM,18-mer
4jz1,2014,Q9Y5Y6,SUPPRESSOR OF TUMORIGENICITY 14,1.90,6.7,Ki=0.2uM,F4D
4lq9,2014,Q2N379,RNA-DEPENDENT RNA-POLYMERASE,2.04,4.85,IC50=14uM,21D
4nmt,2014,Q9HD26,GOLGI-ASSOCIATED PDZ AND COILED-COIL MOTIF-CONTAINI,1.40,4.85,Kd=14.1uM,10-mer
4uv9,2014,O60341,LYSINE-SPECIFIC HISTONE DEMETHYLASE 1A,3.00,6.01,IC50=0.975uM,D70
4uv8,2014,O60341,LYSINE-SPECIFIC HISTONE DEMETHYLASE 1A,2.80,6.47,IC50=0.335uM,D69
4lv4,2014,P67475,FRUCTOSE-BISPHOSPHATE ALDOLASE,2.08,5.0,IC50=10uM,8HC
4uvc,2014,O60341,LYSINE-SPECIFIC HISTONE DEMETHYLASE 1A,3.10,6.88,IC50=0.131uM,D52
2mpm,2014,P51671,EOTAXIN,NMR,5.89,Kd=1.3uM,16-mer
4nbl,2014,P55212,CASPASE-6,1.76,6.33,Kd=0.47uM,2J6
4qme,2014,Q9JYV4,AMINOPEPTIDASE N,1.60,6.52,Ki=302nM,37B
4n6g,2014,P55212,CASPASE-6,2.14,5.47,Kd=3.4uM,2GQ
4tpm,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",2.77,8.62,IC50=2.4nM,35E
2mnz,2014,Q9UGL1,LYSINE-SPECIFIC DEMETHYLASE 5B,NMR,5.19,Kd=6.4uM,10-mer
4qir,2014,Q9JYV4,AMINOPEPTIDASE N,1.70,6.95,Ki=112nM,379
4nl1,2014,Q81VW8,DIHYDROPTEROATE SYNTHASE,2.30,3.89,Kd=130uM,Z13
4uma,2014,Q9K169,PHOSPHO-2-DEHYDRO-3-DEOXYHEPTONATE ALDOLASE,1.76,5.41,Ki=3.9uM,GZ3
4nbk,2014,P55212,CASPASE-6,1.94,3.87,Kd=136uM,2J5
4umb,2014,Q9K169,PHOSPHO-2-DEHYDRO-3-DEOXYHEPTONATE ALDOLASE,2.17,4.0,Ki=99uM,0V5
4umc,2014,Q9K169,PHOSPHO-2-DEHYDRO-3-DEOXYHEPTONATE ALDOLASE,2.34,3.44,Ki=360uM,PEQ
4quo,2014,E6MUM9,AMINOPEPTIDASE N,1.65,7.92,Ki=12nM,3DZ
4qhp,2014,Q9JYV4,AMINOPEPTIDASE N,1.60,8.05,Ki=9.0nM,32Q/32R
4p0n,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",2.08,8.66,IC50=2.2nM,1IR/1IS
4uva,2014,O60341,LYSINE-SPECIFIC HISTONE DEMETHYLASE 1A,2.90,5.75,IC50=1.78uM,D73
4pxf,2014,P02699,RHODOPSIN,2.75,3.1,Kd=0.8mM,11-mer
4tpp,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",2.65,8.59,IC50=2.6nM,35D
3ws8,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",2.60,6.68,IC50=210nM,X4C
4oc1,2014,Q04609,GLUTAMATE CARBOXYPEPTIDASE 2,1.75,6.6,Ki=254nM,2QS
4mc9,2014,P0C6F2,HIV-1 PROTEASE,1.19,9.44,Ki=0.36nM,23L
3ws9,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",2.99,7.04,IC50=92nM,X4D
4oc0,2014,Q04609,GLUTAMATE CARBOXYPEPTIDASE 2,1.85,6.5,Ki=318nM,2R7
3wyk,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",2.50,7.64,IC50=23nM,3KG
4mc6,2014,P0C6F2,HIV-1 PROTEASE,1.31,9.59,Ki=0.26nM,23K
4nrl,2014,P03460,HEMAGGLUTININ HA1 CHAIN,2.72,8.62,Kd=2.4nM,SIA
4nrk,2014,P03460,HEMAGGLUTININ HA1 CHAIN,2.63,7.62,Kd=24nM,SIA
4mue,2014,P0A5R0,PANTOTHENATE SYNTHETASE,2.06,6.7,Kd=200nM,2DH
4muk,2014,P0A5R0,PANTOTHENATE SYNTHETASE,1.90,6.6,IC50=253nM,2DV
4w9x,2014,Q9NSY1,BMP-2-INDUCIBLE PROTEIN KINASE,2.14,7.4,Kd=39.8nM,3JW
4tnw,2014,G5EBR3,AVERMECTIN-SENSITIVE GLUTAMATE-GATED CHLORIDE CHANN,3.20,3.78,Ki~167uM,POV
4oag,2014,Q8BGV8,MITOCHONDRIAL DYNAMIC PROTEIN MID51,2.00,6.3,Kd=0.5uM,ADP
4p1r,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",2.24,8.39,IC50=4.1nM,2KR
4mq6,2014,P0A5R0,PANTOTHENATE SYNTHETASE,1.70,6.47,Kd=340nM,29W
4muf,2014,P0A5R0,PANTOTHENATE SYNTHETASE,2.50,6.34,Kd=460nM,2DJ
4mul,2014,P0A5R0,PANTOTHENATE SYNTHETASE,1.75,6.21,Kd=610nM,2DW
4uvb,2014,O60341,LYSINE-SPECIFIC HISTONE DEMETHYLASE 1A,2.80,5.49,IC50=3.26uM,D51
3wyl,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",2.68,8.85,IC50=1.4nM,3KB
3wym,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",2.00,9.52,IC50=0.30nM,3K9
4kwp,2014,P68400,"CASEIN KINASE II, ALPHA SUBUNIT",1.25,7.49,IC50=0.032uM,EXX
4phw,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",2.50,10.0,IC50=0.1nM,2W1
3wt7,2014,P13053,VITAMIN D3 RECEPTOR,2.40,8.75,IC50=1.79nM,YA2
4mho,2014,P00489,GLYCOGEN PHOSPHORYLASE,2.00,5.08,Ki=8.25uM,26M
4uu8,2014,Q6DHI5,NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5,2.90,6.54,Kd=0.29uM,9-mer
3wt5,2014,P13053,VITAMIN D3 RECEPTOR,1.90,9.54,IC50=0.29nM,YA1
4mhs,2014,P00489,GLYCOGEN PHOSPHORYLASE,2.00,5.29,Ki=5.14uM,26Q
4mic,2014,P00489,GLYCOGEN PHOSPHORYLASE,2.45,5.3,Ki=4.98uM,26Y
4utr,2014,Q6DHI5,NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5,2.90,6.15,Kd=0.70uM,9-mer
4utn,2014,Q6DHI5,NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5,3.00,6.15,Kd=0.71uM,9-mer
4rj4,2014,P00533,EPIDERMAL GROWTH FACTOR RECEPTOR,2.78,7.8,Ki=16nM,3QW
4rj8,2014,P00533,EPIDERMAL GROWTH FACTOR RECEPTOR,2.50,7.77,Ki=17nM,3QS
4uu7,2014,Q6DHI5,NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5,3.00,6.08,Kd=0.83uM,9-mer
4utx,2014,Q6DHI5,NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5,3.10,5.24,Kd=5.78uM,9-mer
4uua,2014,Q6DHI5,NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5,2.80,5.24,Kd=5.78uM,9-mer
4utv,2014,Q6DHI5,NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5,2.40,5.09,Kd=8.20uM,9-mer
4uub,2014,Q6DHI5,NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5,2.90,4.76,Ki=17.2uM,9-mer
4cqe,2014,D7PBN4,SLC45A3-BRAF FUSION PROTEIN,2.30,8.43,IC50=3.7nM,CQE
4to8,2014,W8TRN9,"FRUCTOSE-1,6-BISPHOSPHATE ALDOLASE, CLASS II",2.10,1.24,IC50=56.9mM,FLC
4olc,2014,A8BB85,CARBAMATE KINASE,2.60,6.19,IC50=0.64uM,DCD
4ciz,2014,P12271,RETINALDEHYDE-BINDING PROTEIN 1,3.40,7.29,Kd~51nM,RET
3wcl,2014,P37268,SQUALENE SYNTHASE,2.24,6.59,IC50=0.26uM,BH3
4u8w,2014,P03366,HIV-1 PROTEASE,1.30,11.24,Ki=5.8pM,G10
4mra,2014,P00489,GLYCOGEN PHOSPHORYLASE,2.34,4.47,IC50=33.5uM,QUE
4mi6,2014,P00489,GLYCOGEN PHOSPHORYLASE,1.90,4.31,Ki=48.68uM,26V
4rio,2014,P52333,TYROSINE-PROTEIN KINASE JAK3,2.69,9.0,IC50=1nM,3QX
4p5z,2014,P29320,EPH RECEPTOR A3,2.00,7.41,Kd=39.3nM,Q7M
4rll,2014,P68400,"CASEIN KINASE II, ALPHA SUBUNIT",1.85,5.02,IC50=9.5uM,E91
4wf2,2014,P06709,BIFUNCTIONAL LIGASE/REPRESSOR BIRA,2.31,8.1,Kd=8.03nM,BTX
4p7e,2014,O60674,TYROSINE-PROTEIN KINASE JAK2,2.40,4.76,IC50=17.5uM,2HB
4txe,2014,P29029,ENDOCHITINASE,1.80,5.62,IC50=2.4uM,38F
4pf3,2014,P08235,MINERALOCORTICOID RECEPTOR,1.10,7.29,IC50=51nM,HFN
4cu8,2014,I6L8R4,GLYCOSIDE HYDROLASE 2,2.50,4.47,Ki=33.9uM,DGJ
4d1s,2014,O60674,TYROSINE-PROTEIN KINASE JAK2,1.66,7.66,IC50=0.022uM,BJG
4cu7,2014,I6L8R4,BETA-GALACTOSIDASE,2.20,7.59,Kd=26nM,GIF
4d0w,2014,O60674,TYROSINE-PROTEIN KINASE JAK2,1.77,7.7,IC50=0.02uM,VVQ
4rlk,2014,P28523,"CASEIN KINASE II, ALPHA SUBUNIT",1.24,5.02,IC50=9.5uM,E91
4mi9,2014,P00489,GLYCOGEN PHOSPHORYLASE,1.85,3.42,Ki=376.87uM,26W
4mi3,2014,P00489,GLYCOGEN PHOSPHORYLASE,2.15,4.12,Ki=75.29uM,26R
4u0x,2014,Q6DRA1,ADC-7 BETA-LACTAMASE,2.03,6.23,Kd=590nM,ZXM
4d0x,2014,O60674,TYROSINE-PROTEIN KINASE JAK2,1.82,8.1,IC50=0.008uM,953
4c61,2014,O60674,TYROSINE-PROTEIN KINASE JAK2,2.45,8.4,IC50=0.004uM,LMM
4mhy,2014,B7QK46,"GLUTAMINYL CYCLASE, PUTATIVE",1.38,6.47,Ki=0.342uM,PBD
4mhz,2014,B7QK46,"GLUTAMINYL CYCLASE, PUTATIVE",1.95,6.87,Ki=0.134uM,PBD
3wci,2014,P37268,SQUALENE SYNTHASE,2.30,6.57,IC50=0.27uM,BH5
4rj7,2014,P00533,EPIDERMAL GROWTH FACTOR RECEPTOR,2.55,7.66,Ki=22nM,3R1
4buq,2014,A2IC68,FIMH PROTEIN,2.20,8.14,Kd=7.3nM,KGM
4o1l,2014,P55263,ADENOSINE KINASE,2.50,6.7,IC50=0.20uM,HO4
4r5x,2014,O96935,M1 FAMILY AMINOPEPTIDASE,1.85,5.26,Ki=5.5uM,R5X
4os2,2014,P00749,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,1.79,6.7,Ki=0.20uM,14-mer
4l1a,2014,Q000H7,MDR 769 HIV-1 PROTEASE,1.90,8.27,IC50=5.39nM,AB1
4os6,2014,P00749,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,1.75,6.44,Ki=0.36uM,14-mer
4cd0,2014,Q9UM73,ALK TYROSINE KINASE RECEPTOR,2.23,9.7,Ki=0.2nM,AWJ
4r5t,2014,O96935,M1 FAMILY AMINOPEPTIDASE,1.98,6.1,Ki=0.8uM,R5T
4r5v,2014,O96935,M1 FAMILY AMINOPEPTIDASE,2.10,6.15,Ki=0.7uM,R5V
4q0a,2014,Q9PTN2,VITAMIN D3 RECEPTOR A,1.90,6.48,Kd=0.33uM,4OA
4wwn,2014,P48736,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",2.70,6.07,IC50=0.85uM,3VC
4ctk,2014,A9LIE0,POLYPROTEIN,1.53,2.0,IC50>10mM,SVN
4jzb,2014,Q4QBL1,FARNESYL PYROPHOSPHATE SYNTHASE,1.90,6.47,Kd=342.5nM,P2H
4urk,2014,P48736,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",2.90,5.96,IC50=1.09uM,A82
4k10,2014,Q4QBL1,FARNESYL PYROPHOSPHATE SYNTHASE,2.30,6.92,Kd=119.5nM,NI9
4mdr,2014,O00189,AP-4 COMPLEX SUBUNIT MU-1,1.85,4.39,Kd=40.6uM,10-mer
4llx,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",1.75,2.89,Ki=1300uM,5ZE
4lm3,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",1.49,2.92,Ki=1200uM,9ZE
4llk,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",1.55,3.0,Ki=990uM,MEW
3wqm,2014,O50407,DITERPENE SYNTHASE,2.10,6.25,Kd=560nM,B29
4ctj,2014,A9LIE0,NON-STRUCTURAL PROTEIN 5,1.47,2.51,IC50=3.12mM,3A9
4oc5,2014,Q04609,GLUTAMATE CARBOXYPEPTIDASE 2,1.70,7.07,Ki=85nM,2QM
4wwp,2014,P48736,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",2.40,6.92,IC50=0.12uM,3VE
4up5,2014,Q9BRQ0,"PYGOPUS HOMOLOG 2, B-CELL CLL/LYMPHOMA 9-LIKE PROTEIN",1.65,2.6,Kd=2.5mM,94W
4prj,2014,O14965,AURORA KINASE A,2.80,7.14,Ki=72nM,2VU
4oc3,2014,Q04609,GLUTAMATE CARBOXYPEPTIDASE 2,1.79,8.28,Ki=5.3nM,2QP
4oc2,2014,Q04609,GLUTAMATE CARBOXYPEPTIDASE 2,1.65,8.28,Ki=5.3nM,2QQ
4oth,2014,Q16512,SERINE/THREONINE-PROTEIN KINASE N1,1.80,8.05,IC50=9nM,DRN
4otg,2014,Q16512,SERINE/THREONINE-PROTEIN KINASE N1,2.60,7.59,IC50=26nM,2V9
4oti,2014,Q16512,SERINE/THREONINE-PROTEIN KINASE N1,1.93,7.37,IC50=43nM,MI1
4q1n,2014,P00797,RENIN,2.09,9.7,IC50=0.2nM,2Y9
4m8t,2014,P18654,RIBOSOMAL PROTEIN S6 KINASE ALPHA-3,3.00,6.43,IC50=0.37uM,RMM
4uzh,2014,O14965,AURORA 2 KINASE DOMAIN,2.00,5.01,IC50=9800nM,JVE
4mao,2014,P18654,RIBOSOMAL PROTEIN S6 KINASE ALPHA-3,2.60,7.33,IC50=47nM,28D
4pyv,2014,P00797,RENIN,2.65,6.7,IC50=200nM,2XF
4ngs,2014,Q04609,GLUTAMATE CARBOXYPEPTIDASE 2,1.68,8.12,Ki=7.6nM,J34
4ngp,2014,Q04609,GLUTAMATE CARBOXYPEPTIDASE 2,1.63,7.96,Ki=10.97nM,J31
4tpt,2014,P53671,LIM DOMAIN KINASE 2,2.60,7.04,IC50=92nM,35H
4tq3,2014,O28625,PRENYLTRANSFERASE,2.41,5.49,Kd=3.2uM,GPP
4wwo,2014,P48736,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",2.30,7.42,IC50=0.0380uM,3VD
4ngr,2014,Q04609,GLUTAMATE CARBOXYPEPTIDASE 2,1.90,7.55,Ki=28.1nM,J21
4ngn,2014,Q04609,GLUTAMATE CARBOXYPEPTIDASE 2,1.64,7.55,Ki=28.1nM,J96
4ps7,2014,P48736,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",2.69,7.41,Ki=39nM,2WJ
4lm2,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",1.55,3.03,Ki=940uM,8ZE
4lm4,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",1.48,3.04,Ki=910uM,JPZ
4o0t,2014,Q13153,SERINE/THREONINE-PROTEIN KINASE PAK 1,2.60,5.54,Ki=2.9uM,2OL
4lm1,2014,Q9Y233,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",1.60,3.23,Ki=590uM,7ZE
4mx1,2014,P02879,RICIN A CHAIN,1.59,3.68,IC50=209uM,1MX
